Resource,Details,CompositionSum,Deviation
FW,Mix Real Food,99.00000000000001,0.9999999999999858
FW,Mix Real Food,99.00000000000001,0.9999999999999858
Sewage,Secondaire,99.00000000000001,0.9999999999999858
Sewage,Secondaire,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Cupressus funebis,99.00000000000001,0.9999999999999858
FW,Mix Real Food,99.00000000000001,0.9999999999999858
FW,Mix Real Food,99.00000000000001,0.9999999999999858
FW,Mix Real Food,99.00000000000001,0.9999999999999858
FPW,Black Currant Pommace,99.00000000000001,0.9999999999999858
FPW,Black Currant Pommace,99.00000000000001,0.9999999999999858
FPW,Brewers' Spent Grains,99.00000000000001,0.9999999999999858
FPW,Brewers' Spent Grains,99.00000000000001,0.9999999999999858
Wood,Cinnamomum,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Cinnamomum,99.00000000000001,0.9999999999999858
FW,Spent Coffee Grains,99.00000000000001,0.9999999999999858
FW,Spent Coffee Grains,99.00000000000001,0.9999999999999858
Wood,Cupressus funebis,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
Wood,Pine and Spruce,99.00000000000001,0.9999999999999858
FW,Mix Real Food,99.00000000000001,0.9999999999999858
FW,Mix Real Food,99.00000000000001,0.9999999999999858
FW,Mix Real Food,99.00000000000001,0.9999999999999858
FW,Mix Real Food,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
Wood,Sawdust,99.00000000000001,0.9999999999999858
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
FPW,Brewers' Spent Grains,99.00000000000004,0.9999999999999574
Model,Mixture,99.00001,0.9999899999999968
Model,Glucose,99.00001,0.9999899999999968
Model,Glutamic Acid,99.00001,0.9999899999999968
Model,Mixture,99.00001,0.9999899999999968
Model,Mixture,99.00001,0.9999899999999968
Model,Mixture,99.00001,0.9999899999999968
Model,Mixture,99.00001,0.9999899999999968
Model,Mixture,99.00001,0.9999899999999968
Model,Mixture,99.00001,0.9999899999999968
Model,Mixture,99.00001,0.9999899999999968
Model,Ac Linolique,99.00001,0.9999899999999968
Model,Mixture,99.00001,0.9999899999999968
Model,Mixture,99.00001,0.9999899999999968
Model,Mixture,99.00001,0.9999899999999968
Model,Guaiacol,99.00001,0.9999899999999968
Model,Cellulose,99.00001,0.9999899999999968
Model,Glutamic Acid,99.00001,0.9999899999999968
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Herb,Ammi visnaga,99.00042079221092,0.9995792077890826
Model,Mixture,99.005,0.9950000000000045
Model,Mixture,99.005,0.9950000000000045
Model,Mixture,99.005,0.9950000000000045
Model,Mixture,99.005,0.9950000000000045
Model,Ligning alkali,99.01,0.9899999999999949
FW,FW2,99.01,0.9899999999999949
FW,FW2,99.01,0.9899999999999949
FW,FW2,99.01,0.9899999999999949
FW,FW2,99.01,0.9899999999999949
FW,FW2,99.01,0.9899999999999949
FW,FW2,99.01,0.9899999999999949
Wood,Oil-palm empty fruit bunch,99.02999999999997,0.9700000000000273
FW,FW1,99.03,0.9699999999999989
FW,FW1,99.03,0.9699999999999989
FPW,Grape Pommace,99.03,0.9699999999999989
FPW,Grape Pommace,99.03,0.9699999999999989
FPW,Grape Pommace,99.03,0.9699999999999989
FPW,Grape Pommace,99.03,0.9699999999999989
FW,FW1,99.03,0.9699999999999989
FW,FW1,99.03,0.9699999999999989
FW,FW1,99.03,0.9699999999999989
FW,DFOR,99.03999999999999,0.960000000000008
FW,DFOR,99.03999999999999,0.960000000000008
FW,DFOR,99.03999999999999,0.960000000000008
FW,DFOR,99.03999999999999,0.960000000000008
FW,DFOR,99.03999999999999,0.960000000000008
FW,DFOR,99.03999999999999,0.960000000000008
FW,DFOR,99.03999999999999,0.960000000000008
Model,Mixture,99.05,0.9500000000000028
Wood,Salix,99.1,0.9000000000000057
Wood,Salix,99.1,0.9000000000000057
MicroAlgae,Nannochloropsis oculata,99.1,0.9000000000000057
Wood,Salix,99.1,0.9000000000000057
Wood,Salix,99.1,0.9000000000000057
Wood,Cupressus funebis,99.10000000000001,0.8999999999999915
Wood,Cinnamomum,99.10000000000001,0.8999999999999915
Wood,Platanus,99.10000000000001,0.8999999999999915
Wood,Cupressus funebis,99.10000000000001,0.8999999999999915
Wood,Cinnamomum,99.10000000000001,0.8999999999999915
Wood,Platanus,99.10000000000001,0.8999999999999915
Wood,Pinus,99.10000000000001,0.8999999999999915
Wood,Pinus,99.10000000000001,0.8999999999999915
Model,Mixture,99.10001,0.8999900000000025
MacroAlgae,Derbesia tenuissima ,99.18384279475983,0.8161572052401738
MacroAlgae,Oedogonium sp.,99.21323210412147,0.7867678958785262
Wood,Populus tomentosa,99.24606648199448,0.7539335180055247
Wood,Populus tomentosa,99.24606648199448,0.7539335180055247
Wood,Populus tomentosa,99.24606648199448,0.7539335180055247
Wood,Populus tomentosa,99.24606648199448,0.7539335180055247
Wood,Populus tomentosa,99.24606648199448,0.7539335180055247
Wood,Populus tomentosa,99.24606648199448,0.7539335180055247
Wood,Populus tomentosa,99.24606648199448,0.7539335180055247
Wood,Populus tomentosa,99.24606648199448,0.7539335180055247
Wood,Populus tomentosa,99.24606648199448,0.7539335180055247
Wood,Populus tomentosa,99.24606648199448,0.7539335180055247
MacroAlgae,Oedogonium sp.,99.27368421052633,0.7263157894736736
MicroAlgae,Chlorella sp.,100.7,0.7000000000000028
MicroAlgae,Chlorella sp.,100.7,0.7000000000000028
MicroAlgae,Chlorella sp.,100.7,0.7000000000000028
MicroAlgae,Chlorella sp.,100.7,0.7000000000000028
MicroAlgae,Chlorella sp.,100.7,0.7000000000000028
MicroAlgae,Chlorella sp.,100.7,0.7000000000000028
MicroAlgae,Chlorella sp.,100.7,0.7000000000000028
Wood,Fraxinus mandshurica,99.33341439401397,0.6665856059860289
Wood,Fraxinus mandshurica,99.33341439401397,0.6665856059860289
Wood,Fraxinus mandshurica,99.33341439401397,0.6665856059860289
Wood,Fraxinus mandshurica,99.33341439401397,0.6665856059860289
Wood,Fraxinus mandshurica,99.33341439401397,0.6665856059860289
Wood,Fraxinus mandshurica,99.33341439401397,0.6665856059860289
Wood,Fraxinus mandshurica,99.33341439401397,0.6665856059860289
Wood,Fraxinus mandshurica,99.33341439401397,0.6665856059860289
Wood,Fraxinus mandshurica,99.33341439401397,0.6665856059860289
Wood,Fraxinus mandshurica,99.33341439401397,0.6665856059860289
Mixture,FW-Wood,99.35,0.6500000000000057
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
Wood,Sawdust Birch,99.39999999999999,0.6000000000000085
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
MicroAlgae,Dunaliella tertiolecta,99.42000000000002,0.5799999999999841
FPW,Oilive Residue,100.54100000000001,0.541000000000011
FPW,Oilive Residue,100.54100000000001,0.541000000000011
FPW,Oilive Residue,100.54100000000001,0.541000000000011
FPW,Oilive Residue,100.54100000000001,0.541000000000011
FPW,Oilive Residue,100.54100000000001,0.541000000000011
FPW,Oilive Residue,100.54100000000001,0.541000000000011
FPW,Oilive Residue,100.54100000000001,0.541000000000011
FPW,Raspberry Pommace,99.49,0.5100000000000051
FPW,Raspberry Pommace,99.49,0.5100000000000051
FPW,Raspberry Pommace,99.49,0.5100000000000051
FPW,Raspberry Pommace,99.49,0.5100000000000051
Herb,Water Hyacinth,99.58068249258162,0.41931750741838414
Model,Soy Protein,99.6,0.4000000000000057
Model,Soy Protein,99.6,0.4000000000000057
FW,FW1+BL,100.30000000000001,0.30000000000001137
FW,FW1+BL,100.30000000000001,0.30000000000001137
FW,FW1+BL,100.30000000000001,0.30000000000001137
MicroAlgae,Nannochloropsis oculata,99.7,0.29999999999999716
MicroAlgae,Nannochloropsis oculata,99.7,0.29999999999999716
Sewage,Cattle Manure,100.28,0.28000000000000114
Sewage,Feacal sludge,100.27974729241876,0.2797472924187616
Mixture,Feacal sludge + Water Hyacinth,99.75544869254091,0.2445513074590906
Wood,Paper Filter,100.20000000000002,0.20000000000001705
Wood,Paper Filter,100.20000000000002,0.20000000000001705
Wood,Beech,99.8,0.20000000000000284
Wood,Beech,99.8,0.20000000000000284
MicroAlgae,Nannochloropsis oculata,99.8,0.20000000000000284
MicroAlgae,Nannochloropsis oculata,99.8,0.20000000000000284
MicroAlgae,Chlorella vulgaris,99.80000000000001,0.19999999999998863
Wood,Coconut husk,99.81000000000002,0.18999999999998352
Mixture,Feacal sludge + Water Hyacinth,100.10498109245948,0.10498109245948228
MicroAlgae,Nannochloropsis sp.,100.10000000000001,0.10000000000000853
MicroAlgae,Nannochloropsis sp.,100.10000000000001,0.10000000000000853
MicroAlgae,Nannochloropsis sp.,100.10000000000001,0.10000000000000853
Model,Starch,100.1,0.09999999999999432
Model,Starch,100.1,0.09999999999999432
Sewage,Human feaces,99.9,0.09999999999999432
Wood,Bagasse pith,100.08999999999999,0.0899999999999892
Mixture,Feacal sludge + Water Hyacinth,99.93021489250019,0.06978510749981126
Sewage,Mixture,100.06,0.060000000000002274
Sewage,Mixture,100.0525,0.052499999999994884
Sewage,Mixture,100.045,0.045000000000001705
Sewage,Mixture,100.0375,0.037499999999994316
Sewage,Mixture,100.0375,0.037499999999994316
Sewage,Mixture,100.0375,0.037499999999994316
Sewage,Mixture,100.0375,0.037499999999994316
Sewage,Mixture,100.03,0.030000000000001137
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
MicroAlgae,Nannochloropsis sp.,99.99000000000001,0.009999999999990905
MicroAlgae,Nannochloropsis sp.,99.99000000000001,0.009999999999990905
MicroAlgae,Nannochloropsis sp.,99.99000000000001,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
MicroAlgae,Nannochloropsis sp.,99.99000000000001,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
MicroAlgae,Nannochloropsis sp.,99.99000000000001,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
MicroAlgae,Nannochloropsis sp.,99.99000000000001,0.009999999999990905
MicroAlgae,Nannochloropsis sp.,99.99000000000001,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
Wood,Palm kernel shells,100.00999999999999,0.009999999999990905
Mixture,Spirulina+Rice Husk,100.00000000000003,2.842170943040401e-14
Mixture,Spirulina+Rice Husk,100.00000000000003,2.842170943040401e-14
FW,CreamCheese,99.99999999999999,1.4210854715202004e-14
FW,CreamCheese,99.99999999999999,1.4210854715202004e-14
FW,Mixture,99.99999999999999,1.4210854715202004e-14
FW,Mixture,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Nannochloropsis gaditana,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Chlamydomonas reinhardtii,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Chlamydomonas reinhardtii,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Nannochloropsis gaditana,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Chlamydomonas reinhardtii,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Chlamydomonas reinhardtii,99.99999999999999,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Mixture,99.99999999999999,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
FW,Mixture,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Mixture,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Mixture,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Mixture,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Mixture,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Mixture,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Mixture,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Mixture,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Mixture,99.99999999999999,1.4210854715202004e-14
FW,CreamCheese,99.99999999999999,1.4210854715202004e-14
FW,CreamCheese,99.99999999999999,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Spirulina platensis,100.00000000000001,1.4210854715202004e-14
Model,Starch,100.00000000000001,1.4210854715202004e-14
MicroAlgae,Porphyridium purpureum,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Porphyridium purpureum,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Nannochloropsis gaditana,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Nannochloropsis gaditana,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Cyanidioschyzon merolae : Galdieria sulphuraria 5:5,100.00000000000001,1.4210854715202004e-14
FW,HamburgerBun,99.99999999999999,1.4210854715202004e-14
FW,HamburgerBun,99.99999999999999,1.4210854715202004e-14
FW,HamburgerBun,99.99999999999999,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
FW,Mixture,99.99999999999999,1.4210854715202004e-14
FW,CreamCheese,99.99999999999999,1.4210854715202004e-14
FW,CreamCheese,99.99999999999999,1.4210854715202004e-14
FW,CreamCheese,99.99999999999999,1.4210854715202004e-14
FW,CreamCheese,99.99999999999999,1.4210854715202004e-14
FW,Chicken,99.99999999999999,1.4210854715202004e-14
FW,HamburgerBun,99.99999999999999,1.4210854715202004e-14
FW,HamburgerBun,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Mixture,99.99999999999999,1.4210854715202004e-14
FW,HamburgerBun,99.99999999999999,1.4210854715202004e-14
FW,HamburgerBun,99.99999999999999,1.4210854715202004e-14
Mixture,Nannochloropsis /CastorOil8:2,100.00000000000001,1.4210854715202004e-14
Mixture,Nannochloropsis /CastorOil9:1,100.00000000000001,1.4210854715202004e-14
Mixture,Nannochloropsis /Protein6:4,100.00000000000001,1.4210854715202004e-14
FW,Chicken,99.99999999999999,1.4210854715202004e-14
FW,Chicken,99.99999999999999,1.4210854715202004e-14
FW,Chicken,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Nannochloropsis sp.,100.00000000000001,1.4210854715202004e-14
Mixture,Nannochloropsis /Protein9:1,99.99999999999999,1.4210854715202004e-14
FW,Chicken,99.99999999999999,1.4210854715202004e-14
FW,Chicken,99.99999999999999,1.4210854715202004e-14
Mixture,Nannochloropsis /CastorOil7:3,100.00000000000001,1.4210854715202004e-14
FW,CreamCheese,99.99999999999999,1.4210854715202004e-14
FW,Chicken,99.99999999999999,1.4210854715202004e-14
FW,Chicken,99.99999999999999,1.4210854715202004e-14
Mixture,Nannochloropsis /Glucose7:3,99.99999999999999,1.4210854715202004e-14
FW,Chicken,99.99999999999999,1.4210854715202004e-14
FW,Mixture,99.99999999999999,1.4210854715202004e-14
FW,Mixture,99.99999999999999,1.4210854715202004e-14
FW,HamburgerBun,99.99999999999999,1.4210854715202004e-14
Mixture,Nannochloropsis /Protein8:2,99.99999999999999,1.4210854715202004e-14
FW,HamburgerBun,99.99999999999999,1.4210854715202004e-14
FW,Chicken,99.99999999999999,1.4210854715202004e-14
FW,Mixture,99.99999999999999,1.4210854715202004e-14
FW,Mixture,99.99999999999999,1.4210854715202004e-14
Mixture,Spirulina+Rice Husk,100.00000000000001,1.4210854715202004e-14
FW,Mixture,99.99999999999999,1.4210854715202004e-14
FW,Mixture,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Chlamydomonas reinhardtii,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Chlamydomonas reinhardtii,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Chlamydomonas reinhardtii,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Chlamydomonas reinhardtii,99.99999999999999,1.4210854715202004e-14
MicroAlgae,Chlamydomonas reinhardtii,99.99999999999999,1.4210854715202004e-14
FW,SaladDressing,100.0,0.0
MicroAlgae,Tetraselmis sp.,100.0,0.0
MicroAlgae,Tetraselmis sp.,100.0,0.0
MicroAlgae,Tetraselmis sp.,100.0,0.0
MicroAlgae,Tetraselmis sp.,100.0,0.0
MicroAlgae,PBR,100.0,0.0
MicroAlgae,Carboy batch jar,100.0,0.0
MicroAlgae,Open Pond,100.0,0.0
MicroAlgae,Tetraselmis sp.,100.0,0.0
MicroAlgae,Tetraselmis sp.,100.0,0.0
MicroAlgae,Tetraselmis sp.,100.0,0.0
MicroAlgae,Scenedesmus almeriensis,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Nannochloropsis salina,100.0,0.0
MicroAlgae,Nannochloropsis salina,100.0,0.0
MicroAlgae,Nannochloropsis salina,100.0,0.0
MicroAlgae,Aurantiochytrium sp.,100.0,0.0
MicroAlgae,Aurantiochytrium sp.,100.0,0.0
MicroAlgae,Nannochloropsis salina,100.0,0.0
MicroAlgae,Nannochloropsis salina,100.0,0.0
MicroAlgae,Nannochloropsis sp.,100.0,0.0
Mixture,Spirulina+Rice Husk,100.0,0.0
Model,Castor Oil and Glucose,100.0,0.0
Model,Castor Oil and Soy Protein,100.0,0.0
Model,Glucose and Soy Protein,100.0,0.0
FW,Beef,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella protothecoides,100.0,0.0
MicroAlgae,Chlorella protothecoides,100.0,0.0
MicroAlgae,Chlorella protothecoides,100.0,0.0
Mixture,Nannochloropsis /CastorOil6:4,100.0,0.0
Mixture,Nannochloropsis /CastorOil5:5,100.0,0.0
Mixture,Nannochloropsis /Glucose9:1,100.0,0.0
Mixture,Nannochloropsis /Glucose8:2,100.0,0.0
Mixture,Nannochloropsis /Glucose6:4,100.0,0.0
Mixture,Nannochloropsis /Glucose5:5,100.0,0.0
Model,Castor Oil,100.0,0.0
FW,SaladDressing,100.0,0.0
FW,SaladDressing,100.0,0.0
FW,SaladDressing,100.0,0.0
MicroAlgae,Bacillariophyta sp.,100.0,0.0
MicroAlgae,Bacillariophyta sp.,100.0,0.0
MicroAlgae,Bacillariophyta sp.,100.0,0.0
MicroAlgae,Bacillariophyta sp.,100.0,0.0
MicroAlgae,Bacillariophyta sp.,100.0,0.0
MicroAlgae,Bacillariophyta sp.,100.0,0.0
Mixture,Nannochloropsis /Protein5:5,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
MicroAlgae,Chlorella sorokiniana,100.0,0.0
Model,Soy Protein,100.0,0.0
MicroAlgae,Chlorella sp.,100.0,0.0
MicroAlgae,Chlorella sp.,100.0,0.0
FW,OrangeBananaPeel,100.0,0.0
FW,OrangeBananaPeel,100.0,0.0
FW,OrangeBananaPeel,100.0,0.0
FW,OrangeBananaPeel,100.0,0.0
